Animal_ID,Species,Breed,Age (yrs),Gender,Size,Health Status,Shelter Stay (days),Adoption Status,Vaccinated,Behavior Score (1–10),
ANI1573,Cat,Siamese,15.3,Female,Medium,Healthy,74,Adopted,Yes,5,
ANI1574,Cat,Sphynx,10.7,Female,Medium,Minor Injury,171,Not Adopted,Yes,2.7,
ANI1575,Cat,Bengal,17.8,Male,Small,Chronic Illness,121,Adopted,Yes,6.9,
ANI1576,Dog,Golden Retriever,7.8,Female,Large,Healthy,143,Not Adopted,Yes,2.3,
ANI1577,Cat,Sphynx,15.1,Male,Small,Minor Injury,166,Not Adopted,Yes,6,
ANI1578,Dog,Bulldog,9.7,Male,Medium,Healthy,143,Not Adopted,Yes,5.7,
ANI1579,Dog,Beagle,4.5,Female,Large,Healthy,5,Adopted,No,7.6,
ANI1580,Dog,Poodle,3.5,Male,Medium,Healthy,83,Not Adopted,Yes,1.5,
ANI1581,Other,Hamster,4.6,Female,Small,Healthy,51,Adopted,Yes,9,
ANI1582,Dog,German Shepherd,5.9,Male,Medium,Healthy,10,Adopted,Yes,7.3,
ANI1583,Dog,Beagle,3.3,Female,Large,Healthy,140,Adopted,Yes,2.9,
ANI1584,Cat,Siamese,16.2,Female,Medium,Healthy,4,Adopted,Yes,2.7,
ANI1585,Dog,Labrador Retriever,6.7,Female,Large,Healthy,95,Adopted,Yes,4.9,
ANI1586,Dog,Beagle,11.8,Female,Small,Healthy,146,Adopted,Yes,8.4,
ANI1587,Dog,Poodle,9.8,Female,Medium,Healthy,80,Adopted,No,8.6,
ANI1588,Dog,Rottweiler,6.9,Male,Medium,Healthy,36,Adopted,Yes,5.7,
ANI1589,Dog,Beagle,11.4,Female,Large,Minor Injury,25,Not Adopted,Yes,8.7,
ANI1590,Dog,Beagle,6.3,Male,Small,Minor Injury,98,Not Adopted,Yes,1,
ANI1591,Cat,Siamese,16,Female,Large,Minor Injury,164,Not Adopted,Yes,1.3,
ANI1592,Dog,Poodle,4.6,Female,Medium,Healthy,101,Not Adopted,Yes,9.2,
ANI1593,Dog,Beagle,4.9,Female,Medium,Minor Injury,9,Not Adopted,Yes,8,
ANI1594,Cat,Siamese,7.8,Male,Small,Healthy,61,Adopted,Yes,5.1,
ANI1595,Dog,Golden Retriever,6.8,Male,Large,Healthy,53,Adopted,Yes,7.8,
ANI1596,Cat,Ragdoll,10.2,Female,Small,Healthy,146,Adopted,Yes,9.6,
ANI1597,Dog,Bulldog,6.2,Male,Medium,Healthy,171,Adopted,Yes,7.9,
ANI1598,Dog,Labrador Retriever,4,Male,Small,Healthy,163,Adopted,Yes,8.6,
ANI1599,Dog,Bulldog,11.2,Male,Large,Healthy,63,Adopted,Yes,7.8,
ANI1600,Dog,Rottweiler,7.3,Female,Medium,Minor Injury,121,Not Adopted,Yes,2.5,
ANI1601,Dog,Poodle,5.2,Female,Medium,Healthy,105,Adopted,Yes,8.5,
ANI1602,Dog,Beagle,8,Male,Small,Healthy,4,Adopted,Yes,2.8,
ANI1603,Dog,German Shepherd,9.3,Male,Medium,Chronic Illness,93,Not Adopted,No,9,
ANI1604,Dog,Rottweiler,11.5,Male,Medium,Healthy,169,Adopted,Yes,5.1,
ANI1605,Dog,Poodle,6.2,Female,Large,Healthy,173,Not Adopted,Yes,7.1,
ANI1606,Dog,Labrador Retriever,1.8,Female,Large,Healthy,178,Adopted,Yes,5.5,
ANI1607,Dog,Poodle,5.6,Male,Small,Healthy,28,Not Adopted,Yes,1.8,
ANI1608,Dog,Rottweiler,6,Male,Medium,Healthy,170,Adopted,Yes,3.6,
ANI1609,Cat,Siamese,16.2,Male,Small,Healthy,80,Adopted,No,9.9,
ANI1610,Dog,Bulldog,5,Female,Medium,Healthy,76,Adopted,Yes,9.6,
ANI1611,Cat,Maine Coon,17.2,Female,Small,Healthy,116,Not Adopted,No,3.9,
ANI1612,Cat,Bengal,9,Male,Medium,Healthy,69,Not Adopted,No,10,
ANI1613,Dog,German Shepherd,11.7,Male,Medium,Healthy,98,Adopted,Yes,8.6,
ANI1614,Cat,British Shorthair,0.6,Male,Medium,Healthy,1,Not Adopted,Yes,6.5,
ANI1615,Cat,Siamese,16.2,Female,Medium,Minor Injury,167,Not Adopted,Yes,1.4,
ANI1616,Dog,Labrador Retriever,11.2,Male,Medium,Healthy,96,Adopted,Yes,9.1,
ANI1617,Dog,Poodle,11.6,Female,Medium,Healthy,17,Not Adopted,No,6,
ANI1618,Cat,Ragdoll,0.7,Female,Small,Healthy,112,Adopted,Yes,8.8,
ANI1619,Cat,Bengal,3.5,Male,Medium,Healthy,91,Adopted,No,8.5,
ANI1620,Dog,Rottweiler,8,Male,Small,Healthy,88,Not Adopted,Yes,8.5,
ANI1621,Dog,Golden Retriever,0.8,Male,Medium,Healthy,163,Not Adopted,No,7.3,
ANI1622,Dog,Golden Retriever,1.2,Female,Medium,Minor Injury,174,Not Adopted,No,3.6,
ANI1623,Dog,Labrador Retriever,3,Female,Medium,Minor Injury,170,Not Adopted,Yes,4,
ANI1624,Cat,Siamese,9.5,Female,Small,Healthy,167,Adopted,Yes,3.8,
ANI1625,Dog,Labrador Retriever,6.8,Female,Medium,Minor Injury,90,Not Adopted,Yes,1.2,
ANI1626,Dog,Poodle,0.9,Male,Large,Healthy,49,Adopted,Yes,6.2,
ANI1627,Cat,Sphynx,3.5,Female,Medium,Healthy,38,Not Adopted,No,7.3,
ANI1628,Dog,Beagle,6.2,Female,Medium,Healthy,151,Adopted,Yes,8.7,
ANI1629,Dog,Beagle,7.3,Male,Medium,Healthy,150,Not Adopted,Yes,2.3,
ANI1630,Cat,Siamese,3.1,Female,Small,Minor Injury,132,Not Adopted,Yes,5.9,
ANI1631,Cat,Persian,7.5,Female,Medium,Healthy,177,Adopted,Yes,1.1,
ANI1632,Dog,Rottweiler,10.9,Female,Medium,Healthy,59,Adopted,Yes,1.9,
ANI1633,Dog,Bulldog,12,Female,Small,Chronic Illness,68,Not Adopted,Yes,1.5,
ANI1634,Dog,Poodle,11.9,Female,Small,Healthy,130,Not Adopted,Yes,7.5,
ANI1635,Dog,Beagle,10.6,Female,Small,Healthy,49,Adopted,Yes,1.7,
ANI1636,Dog,Rottweiler,5,Male,Medium,Healthy,126,Not Adopted,Yes,7.4,
ANI1637,Dog,Golden Retriever,8.4,Male,Large,Minor Injury,159,Not Adopted,Yes,3.2,
ANI1638,Dog,Labrador Retriever,5.3,Female,Small,Minor Injury,111,Adopted,Yes,8.9,
ANI1639,Dog,Poodle,8,Male,Medium,Healthy,168,Adopted,Yes,8.3,
ANI1640,Dog,Poodle,4.1,Male,Small,Healthy,48,Adopted,Yes,9.6,
ANI1641,Dog,Golden Retriever,7.5,Male,Large,Healthy,51,Adopted,Yes,9,
ANI1642,Dog,Golden Retriever,6.5,Male,Small,Minor Injury,43,Adopted,Yes,9.4,
ANI1643,Dog,Golden Retriever,0.8,Female,Medium,Healthy,98,Adopted,Yes,8.7,
ANI1644,Dog,Beagle,9.6,Female,Medium,Healthy,177,Adopted,No,7.2,
ANI1645,Cat,Sphynx,0.7,Male,Medium,Chronic Illness,124,Not Adopted,Yes,2.5,
ANI1646,Cat,Persian,5.6,Male,Medium,Healthy,80,Adopted,No,3.4,
ANI1647,Cat,Maine Coon,0.6,Male,Medium,Healthy,111,Adopted,Yes,2.9,
ANI1648,Cat,Bengal,7.1,Female,Medium,Healthy,143,Adopted,Yes,6.4,
ANI1649,Dog,Poodle,1.2,Female,Small,Chronic Illness,27,Not Adopted,Yes,5.5,
ANI1650,Dog,Golden Retriever,11,Male,Small,Healthy,158,Adopted,Yes,8.8,
ANI1651,Dog,Poodle,5.3,Female,Medium,Healthy,164,Adopted,Yes,9.6,
ANI1652,Cat,Siamese,8.5,Female,Small,Healthy,113,Not Adopted,Yes,4.6,
ANI1653,Cat,British Shorthair,6.6,Female,Small,Healthy,86,Not Adopted,Yes,5.6,
ANI1654,Dog,German Shepherd,7.7,Female,Medium,Healthy,114,Adopted,Yes,9.7,
ANI1655,Dog,Golden Retriever,9.5,Male,Large,Healthy,124,Not Adopted,Yes,3.5,
ANI1656,Dog,Poodle,8,Female,Medium,Chronic Illness,49,Adopted,Yes,8.1,
ANI1657,Dog,Rottweiler,9.1,Male,Small,Healthy,76,Not Adopted,Yes,3,
ANI1658,Cat,Siamese,16.4,Female,Small,Healthy,55,Adopted,Yes,7.1,
ANI1659,Cat,Maine Coon,15.6,Female,Large,Healthy,56,Adopted,Yes,3.3,
ANI1660,Dog,Poodle,8.3,Female,Small,Healthy,95,Adopted,Yes,9,
ANI1661,Other,Parrot,2.5,Female,Small,Minor Injury,44,Adopted,Yes,6.1,
ANI1662,Cat,Sphynx,11.7,Male,Medium,Healthy,159,Not Adopted,Yes,2.7,
ANI1663,Dog,Poodle,6.3,Female,Medium,Healthy,87,Not Adopted,No,3,
ANI1664,Dog,German Shepherd,8.7,Female,Medium,Healthy,84,Adopted,Yes,5.4,
ANI1665,Dog,Golden Retriever,10.1,Female,Small,Healthy,151,Adopted,Yes,9.7,
ANI1666,Dog,German Shepherd,9,Male,Small,Healthy,156,Adopted,Yes,7.9,
ANI1667,Dog,Golden Retriever,10.2,Male,Large,Healthy,16,Adopted,Yes,5.4,
ANI1668,Dog,Labrador Retriever,1.2,Male,Small,Minor Injury,165,Not Adopted,Yes,4,
ANI1669,Dog,German Shepherd,0.9,Female,Medium,Chronic Illness,149,Not Adopted,Yes,5.9,
ANI1670,Dog,German Shepherd,3.5,Female,Medium,Healthy,145,Not Adopted,Yes,7.7,
ANI1671,Cat,Bengal,16.3,Male,Medium,Chronic Illness,37,Adopted,Yes,8.1,
ANI1672,Dog,Rottweiler,10,Female,Medium,Healthy,77,Not Adopted,Yes,3.9,
ANI1673,Dog,Beagle,8.4,Female,Small,Healthy,147,Adopted,Yes,7.5,
ANI1674,Dog,German Shepherd,8.6,Female,Medium,Healthy,158,Adopted,Yes,6.9,
ANI1675,Other,Guinea Pig,7.4,Female,Large,Healthy,45,Adopted,Yes,9.6,
ANI1676,Dog,Rottweiler,11.3,Female,Large,Healthy,146,Adopted,Yes,9.4,
ANI1677,Dog,Golden Retriever,10.1,Female,Small,Healthy,62,Adopted,Yes,8.1,
ANI1678,Other,Rabbit,6.4,Male,Small,Healthy,164,Adopted,Yes,7.5,
ANI1679,Cat,Ragdoll,12.2,Female,Large,Healthy,100,Adopted,Yes,3.5,
ANI1680,Cat,British Shorthair,4.2,Female,Medium,Healthy,52,Adopted,Yes,8.6,
ANI1681,Dog,Poodle,8.1,Female,Large,Minor Injury,19,Not Adopted,No,4.8,
ANI1682,Dog,Poodle,5.4,Female,Small,Healthy,109,Adopted,Yes,3.5,
ANI1683,Cat,Ragdoll,3.2,Female,Medium,Healthy,44,Not Adopted,No,4.5,
ANI1684,Cat,British Shorthair,14.6,Male,Medium,Healthy,7,Adopted,Yes,8.5,
ANI1685,Cat,Persian,9.4,Male,Medium,Healthy,172,Adopted,Yes,2.3,
ANI1686,Cat,Bengal,17.6,Male,Medium,Minor Injury,117,Not Adopted,Yes,5.1,
ANI1687,Dog,Beagle,3.7,Male,Small,Healthy,68,Not Adopted,Yes,5.4,
ANI1688,Cat,Siamese,8.9,Female,Medium,Healthy,34,Adopted,Yes,1.3,
ANI1689,Dog,Rottweiler,5.7,Female,Small,Minor Injury,69,Not Adopted,Yes,2.8,
ANI1690,Dog,Poodle,1.9,Male,Medium,Healthy,55,Adopted,Yes,8.4,
ANI1691,Dog,German Shepherd,5.4,Male,Large,Healthy,10,Adopted,No,8.5,
ANI1692,Dog,Rottweiler,3.8,Female,Medium,Healthy,42,Not Adopted,Yes,3.6,
ANI1693,Dog,German Shepherd,2.3,Male,Large,Chronic Illness,41,Not Adopted,Yes,8.9,
ANI1694,Dog,Poodle,3.7,Female,Small,Healthy,122,Not Adopted,Yes,7.9,
ANI1695,Cat,Bengal,4.6,Female,Medium,Healthy,138,Not Adopted,Yes,4.8,
ANI1696,Dog,Rottweiler,8.9,Female,Large,Healthy,10,Not Adopted,Yes,7.7,
ANI1697,Cat,Siamese,1,Male,Small,Healthy,102,Adopted,Yes,9.7,
ANI1698,Dog,Golden Retriever,7.6,Male,Small,Healthy,128,Not Adopted,No,5.1,
ANI1699,Dog,German Shepherd,9.2,Female,Medium,Healthy,179,Not Adopted,Yes,3.1,
ANI1700,Dog,Beagle,6,Female,Small,Healthy,149,Adopted,Yes,9.5,
ANI1701,Dog,Poodle,11.2,Male,Medium,Chronic Illness,136,Not Adopted,Yes,6.4,
ANI1702,Dog,Labrador Retriever,8.6,Female,Large,Minor Injury,92,Not Adopted,No,1.9,
ANI1703,Dog,German Shepherd,9.1,Male,Medium,Healthy,113,Adopted,Yes,6.2,
ANI1704,Dog,Bulldog,2.8,Female,Small,Minor Injury,78,Not Adopted,Yes,5.5,
ANI1705,Other,Parrot,7.9,Male,Medium,Healthy,85,Adopted,Yes,8.7,
ANI1706,Dog,Golden Retriever,10.1,Female,Medium,Healthy,30,Adopted,Yes,5.8,
ANI1707,Cat,Persian,6.8,Male,Small,Healthy,49,Adopted,Yes,3.3,
ANI1708,Dog,Beagle,3,Male,Medium,Minor Injury,9,Not Adopted,Yes,7.1,
ANI1709,Cat,Persian,7.2,Male,Medium,Minor Injury,145,Adopted,No,5.9,
ANI1710,Cat,Sphynx,13.4,Male,Medium,Healthy,69,Not Adopted,No,3.1,
ANI1711,Cat,Siamese,7.8,Female,Small,Chronic Illness,58,Adopted,Yes,6.2,
ANI1712,Dog,Poodle,9,Female,Medium,Healthy,62,Adopted,Yes,8.4,
ANI1713,Dog,Bulldog,1.8,Male,Small,Minor Injury,52,Adopted,Yes,1.3,
ANI1714,Dog,Golden Retriever,9.8,Male,Small,Chronic Illness,40,Not Adopted,No,6.7,
ANI1715,Cat,Persian,4.9,Female,Large,Healthy,166,Adopted,Yes,4.1,
ANI1716,Cat,Bengal,4.9,Female,Medium,Minor Injury,171,Not Adopted,Yes,3.6,
ANI1717,Other,Guinea Pig,6.1,Female,Small,Healthy,63,Adopted,Yes,4.5,
ANI1718,Dog,Golden Retriever,1.3,Male,Small,Healthy,147,Adopted,Yes,4.1,
ANI1719,Cat,Maine Coon,1,Male,Small,Healthy,50,Adopted,Yes,8.5,
ANI1720,Cat,Sphynx,5.1,Female,Small,Healthy,161,Adopted,Yes,3.5,
ANI1721,Dog,Poodle,6.7,Male,Small,Chronic Illness,141,Not Adopted,Yes,7.6,
ANI1722,Dog,Golden Retriever,10.9,Female,Small,Healthy,78,Not Adopted,No,1.8,
ANI1723,Cat,Ragdoll,15.3,Male,Medium,Healthy,97,Adopted,Yes,9.6,
ANI1724,Cat,Maine Coon,9.1,Female,Medium,Minor Injury,43,Adopted,Yes,6.6,
ANI1725,Cat,Siamese,1.1,Male,Medium,Chronic Illness,177,Adopted,Yes,7.4,
ANI1726,Dog,Beagle,6.7,Female,Medium,Healthy,36,Adopted,Yes,3.7,
ANI1727,Cat,Ragdoll,12.8,Male,Small,Chronic Illness,122,Not Adopted,Yes,4.7,
ANI1728,Dog,Bulldog,4.4,Female,Large,Healthy,108,Adopted,Yes,3,
ANI1729,Dog,German Shepherd,1.8,Male,Large,Minor Injury,10,Adopted,Yes,9.4,
ANI1730,Dog,Rottweiler,3.7,Female,Large,Healthy,95,Adopted,No,5.4,
ANI1731,Cat,Bengal,14,Female,Large,Healthy,6,Adopted,Yes,6.7,
ANI1732,Cat,Sphynx,6.6,Female,Large,Healthy,57,Adopted,Yes,7.6,
ANI1733,Dog,Golden Retriever,9.8,Female,Medium,Healthy,129,Adopted,Yes,4.3,
ANI1734,Dog,Rottweiler,4.2,Female,Small,Healthy,71,Not Adopted,Yes,7.5,
ANI1735,Cat,Bengal,3.4,Female,Medium,Healthy,21,Adopted,Yes,7.1,
ANI1736,Dog,German Shepherd,5.5,Male,Medium,Healthy,92,Not Adopted,No,7.4,
ANI1737,Cat,British Shorthair,8.4,Female,Medium,Chronic Illness,127,Adopted,Yes,5.4,
ANI1738,Dog,Rottweiler,0.7,Male,Medium,Healthy,80,Not Adopted,Yes,4.4,
ANI1739,Dog,Poodle,1.8,Male,Small,Healthy,56,Adopted,No,3,
ANI1740,Dog,Labrador Retriever,2.6,Male,Medium,Healthy,116,Not Adopted,Yes,8.4,
ANI1741,Dog,Bulldog,1.8,Male,Large,Healthy,148,Not Adopted,Yes,6.5,
ANI1742,Cat,Persian,6.5,Female,Medium,Minor Injury,25,Not Adopted,Yes,5,
ANI1743,Dog,Beagle,11.6,Female,Medium,Minor Injury,156,Adopted,Yes,9.5,
ANI1744,Dog,Bulldog,6.4,Female,Small,Healthy,5,Not Adopted,Yes,1.4,
ANI1745,Cat,Bengal,11.5,Female,Medium,Healthy,120,Adopted,Yes,8.7,
ANI1746,Dog,Poodle,4.6,Male,Large,Minor Injury,21,Adopted,Yes,10,
ANI1747,Dog,Golden Retriever,4.2,Male,Medium,Healthy,18,Adopted,Yes,9,
ANI1748,Cat,Siamese,0.9,Male,Medium,Minor Injury,175,Adopted,Yes,8.3,
ANI1749,Cat,Siamese,9.3,Male,Medium,Healthy,57,Not Adopted,Yes,4.4,
ANI1750,Dog,German Shepherd,6.1,Male,Medium,Minor Injury,93,Adopted,Yes,3.1,
ANI1751,Cat,Sphynx,3.3,Male,Small,Healthy,19,Adopted,No,7.6,
ANI1752,Cat,British Shorthair,13.9,Female,Medium,Healthy,128,Not Adopted,Yes,3.7,
ANI1753,Dog,Golden Retriever,6.2,Female,Medium,Chronic Illness,97,Not Adopted,Yes,2.6,
ANI1754,Dog,Labrador Retriever,4.4,Female,Medium,Healthy,131,Adopted,Yes,8.1,
ANI1755,Cat,Siamese,3.1,Female,Medium,Healthy,170,Adopted,Yes,3.8,
ANI1756,Cat,Persian,10.2,Female,Large,Healthy,21,Adopted,No,9.2,
ANI1757,Dog,Golden Retriever,9.2,Male,Small,Healthy,40,Adopted,Yes,8.6,
ANI1758,Cat,Sphynx,5.4,Female,Large,Healthy,67,Not Adopted,Yes,8.6,
ANI1759,Cat,Maine Coon,4.3,Female,Small,Healthy,153,Not Adopted,Yes,7.9,
ANI1760,Dog,Poodle,6.5,Male,Medium,Healthy,127,Not Adopted,Yes,8.9,
ANI1761,Dog,Rottweiler,2.3,Male,Small,Healthy,55,Adopted,Yes,8.3,
ANI1762,Dog,German Shepherd,8.2,Female,Medium,Minor Injury,172,Adopted,Yes,6.4,
ANI1763,Cat,Sphynx,11.1,Male,Medium,Healthy,109,Adopted,Yes,3.7,
ANI1764,Dog,Poodle,1.5,Female,Small,Healthy,98,Adopted,Yes,9,
ANI1765,Cat,Siamese,1.1,Female,Medium,Healthy,112,Adopted,Yes,8.6,
ANI1766,Cat,Maine Coon,11.4,Male,Large,Healthy,115,Not Adopted,Yes,5.3,
ANI1767,Cat,Maine Coon,5.7,Male,Small,Healthy,117,Adopted,Yes,1.4,
ANI1768,Dog,Bulldog,1.5,Male,Medium,Healthy,87,Adopted,No,6.7,
ANI1769,Cat,Bengal,13.8,Male,Medium,Healthy,81,Not Adopted,Yes,1.5,
ANI1770,Dog,Golden Retriever,4.1,Male,Medium,Healthy,66,Adopted,Yes,9.3,
ANI1771,Cat,Maine Coon,8.5,Female,Small,Healthy,19,Adopted,Yes,9.7,
ANI1772,Dog,Labrador Retriever,3.2,Male,Small,Healthy,135,Adopted,Yes,2.7,
ANI1773,Dog,Rottweiler,7.7,Female,Small,Healthy,118,Adopted,No,7.1,
ANI1774,Cat,Persian,5.8,Male,Small,Healthy,42,Adopted,Yes,1.8,
ANI1775,Dog,Rottweiler,11.6,Female,Small,Healthy,42,Adopted,Yes,7.6,
ANI1776,Dog,Poodle,8.6,Male,Medium,Healthy,59,Adopted,Yes,4.1,
ANI1777,Cat,Bengal,2.9,Male,Large,Minor Injury,20,Not Adopted,Yes,7.1,
ANI1778,Cat,Bengal,7.8,Female,Large,Healthy,73,Not Adopted,Yes,4.4,
ANI1779,Cat,Maine Coon,7.2,Female,Medium,Healthy,17,Adopted,Yes,2.3,
ANI1780,Cat,Maine Coon,9.8,Male,Small,Healthy,27,Adopted,Yes,4.7,
ANI1781,Dog,Poodle,10.2,Female,Small,Healthy,175,Adopted,Yes,2,
ANI1782,Dog,Beagle,7.2,Male,Medium,Healthy,2,Adopted,Yes,6.2,
ANI1783,Dog,Beagle,1.2,Male,Small,Healthy,63,Not Adopted,Yes,1.4,
ANI1784,Dog,Beagle,8,Male,Medium,Minor Injury,62,Adopted,Yes,5.7,
ANI1785,Cat,Bengal,0.6,Male,Medium,Healthy,100,Adopted,Yes,9,
ANI1786,Cat,Persian,14.1,Female,Medium,Chronic Illness,19,Adopted,Yes,8.5,
ANI1787,Dog,Beagle,8.2,Male,Medium,Healthy,17,Adopted,Yes,8.9,
ANI1788,Dog,German Shepherd,4.1,Male,Large,Healthy,69,Adopted,Yes,9.3,
ANI1789,Cat,Ragdoll,5.6,Female,Medium,Healthy,167,Not Adopted,Yes,1.9,
ANI1790,Dog,Beagle,9.7,Female,Medium,Healthy,117,Adopted,No,2.2,
ANI1791,Cat,Siamese,14.2,Male,Large,Healthy,81,Adopted,No,6,
ANI1792,Dog,Beagle,4.6,Female,Large,Healthy,39,Adopted,Yes,9,
ANI1793,Cat,Persian,5.7,Male,Medium,Healthy,36,Adopted,Yes,9.8,
ANI1794,Dog,Labrador Retriever,6.9,Female,Medium,Chronic Illness,168,Not Adopted,Yes,1.4,
ANI1795,Cat,Sphynx,0.6,Female,Medium,Minor Injury,173,Adopted,Yes,4.2,
ANI1796,Cat,Siamese,1.9,Female,Large,Healthy,132,Adopted,Yes,2.9,
ANI1797,Cat,Ragdoll,2.7,Male,Large,Healthy,153,Adopted,Yes,7.8,
ANI1798,Cat,Siamese,3.7,Male,Small,Healthy,158,Adopted,No,6.8,
ANI1799,Cat,Ragdoll,9.5,Male,Medium,Healthy,29,Not Adopted,Yes,2.1,
ANI1800,Cat,Sphynx,17.9,Male,Medium,Healthy,51,Adopted,Yes,5.4,
ANI1801,Dog,Poodle,8,Male,Medium,Healthy,152,Adopted,Yes,7.2,
ANI1802,Cat,Maine Coon,1.6,Female,Small,Healthy,14,Adopted,Yes,8,
ANI1803,Cat,Bengal,9.7,Male,Large,Healthy,69,Not Adopted,Yes,1.2,
ANI1804,Dog,Rottweiler,6.2,Male,Medium,Chronic Illness,146,Adopted,Yes,9,
ANI1805,Cat,Bengal,3,Female,Large,Healthy,170,Not Adopted,Yes,6.1,
ANI1806,Cat,Persian,16.6,Male,Large,Chronic Illness,57,Adopted,Yes,8.3,
ANI1807,Cat,Maine Coon,8.2,Female,Medium,Healthy,12,Adopted,Yes,8.3,
ANI1808,Dog,Bulldog,11.9,Male,Medium,Healthy,17,Not Adopted,Yes,2.7,
ANI1809,Dog,Beagle,5.3,Male,Medium,Healthy,30,Adopted,Yes,2,
ANI1810,Other,Guinea Pig,6.3,Male,Small,Healthy,88,Not Adopted,Yes,7.5,
ANI1811,Cat,Ragdoll,2.3,Male,Medium,Healthy,99,Not Adopted,Yes,2.4,
ANI1812,Dog,German Shepherd,5.7,Female,Small,Healthy,23,Adopted,No,8.6,
ANI1813,Cat,Siamese,4.7,Male,Medium,Healthy,129,Adopted,Yes,7.5,
ANI1814,Cat,Ragdoll,15.1,Female,Small,Healthy,79,Adopted,No,8.6,
ANI1815,Dog,Beagle,9.5,Male,Small,Healthy,32,Adopted,No,3.7,
ANI1816,Cat,Ragdoll,14.9,Male,Small,Healthy,9,Adopted,Yes,3.8,
ANI1817,Dog,German Shepherd,8.8,Female,Small,Healthy,15,Adopted,Yes,7,
ANI1818,Dog,Bulldog,10.1,Male,Medium,Healthy,156,Not Adopted,No,1.3,
ANI1819,Dog,Labrador Retriever,2.8,Female,Medium,Healthy,152,Adopted,Yes,7.5,
ANI1820,Cat,Siamese,8.4,Female,Medium,Healthy,163,Adopted,Yes,8.5,
ANI1821,Dog,Beagle,8.5,Female,Small,Chronic Illness,27,Adopted,No,4.7,
ANI1822,Dog,Bulldog,7.8,Female,Small,Healthy,109,Adopted,Yes,7.9,
ANI1823,Dog,Bulldog,8.7,Male,Small,Minor Injury,76,Not Adopted,Yes,2.6,
ANI1824,Dog,Bulldog,3.1,Male,Small,Healthy,148,Not Adopted,Yes,3.9,
ANI1825,Cat,Maine Coon,2.2,Male,Large,Healthy,65,Adopted,Yes,9.8,
ANI1826,Dog,Golden Retriever,11,Female,Small,Healthy,177,Not Adopted,Yes,9.9,
ANI1827,Dog,Rottweiler,6.9,Female,Medium,Healthy,109,Adopted,Yes,5.6,
ANI1828,Cat,Bengal,3.2,Male,Small,Healthy,129,Not Adopted,Yes,9.4,
ANI1829,Dog,Beagle,9.6,Female,Small,Minor Injury,10,Not Adopted,Yes,5.7,
ANI1830,Dog,Poodle,11,Male,Medium,Healthy,47,Not Adopted,Yes,3.6,
ANI1831,Dog,Beagle,2.4,Female,Medium,Healthy,123,Adopted,Yes,3.4,
ANI1832,Dog,Golden Retriever,9.9,Male,Small,Healthy,59,Adopted,Yes,9.4,
ANI1833,Dog,German Shepherd,11.2,Female,Small,Chronic Illness,96,Adopted,Yes,2.6,
ANI1834,Dog,Rottweiler,11.3,Female,Medium,Healthy,103,Not Adopted,Yes,6.2,
ANI1835,Dog,Golden Retriever,11,Male,Small,Healthy,124,Adopted,Yes,6,
ANI1836,Cat,Ragdoll,10.1,Male,Small,Healthy,86,Not Adopted,No,7.7,
ANI1837,Dog,Labrador Retriever,4.6,Male,Large,Minor Injury,146,Adopted,Yes,5.5,
ANI1838,Cat,British Shorthair,0.6,Male,Medium,Chronic Illness,112,Not Adopted,Yes,3.5,
ANI1839,Cat,Maine Coon,1.6,Male,Medium,Healthy,174,Adopted,Yes,2.5,
ANI1840,Dog,Beagle,5.4,Female,Medium,Minor Injury,160,Adopted,Yes,6.6,
ANI1841,Cat,British Shorthair,7.5,Female,Medium,Minor Injury,27,Adopted,Yes,7.5,
ANI1842,Dog,Beagle,2.6,Female,Medium,Healthy,18,Adopted,Yes,6.1,
ANI1843,Other,Turtle,4.3,Male,Medium,Healthy,167,Adopted,Yes,7.6,
ANI1844,Dog,Bulldog,2.5,Female,Medium,Healthy,177,Not Adopted,Yes,2.3,
ANI1845,Dog,Bulldog,10.3,Female,Small,Chronic Illness,82,Adopted,Yes,8.9,
ANI1846,Dog,Rottweiler,3.9,Male,Medium,Healthy,172,Adopted,Yes,6.2,
ANI1847,Other,Rabbit,6.2,Female,Medium,Minor Injury,72,Not Adopted,Yes,2.1,
ANI1848,Dog,Poodle,6.3,Female,Large,Healthy,54,Adopted,No,5.2,
ANI1849,Cat,British Shorthair,1.4,Male,Medium,Minor Injury,162,Not Adopted,Yes,8.6,
ANI1850,Dog,German Shepherd,11.3,Male,Medium,Healthy,71,Not Adopted,Yes,9.1,
ANI1851,Cat,Sphynx,9.7,Male,Small,Healthy,164,Adopted,Yes,3.4,
ANI1852,Dog,Beagle,4.2,Male,Medium,Minor Injury,146,Adopted,No,7.4,
ANI1853,Cat,British Shorthair,3.3,Female,Small,Minor Injury,38,Adopted,Yes,1.9,
ANI1854,Dog,Rottweiler,4.4,Female,Medium,Minor Injury,137,Not Adopted,No,1.3,
ANI1855,Dog,Poodle,0.7,Female,Small,Healthy,179,Adopted,Yes,6,
ANI1856,Dog,Labrador Retriever,4.7,Male,Medium,Healthy,35,Adopted,Yes,7.3,
ANI1857,Dog,Rottweiler,6.6,Male,Small,Healthy,82,Adopted,Yes,8.2,
ANI1858,Cat,Bengal,15.8,Female,Medium,Healthy,133,Adopted,Yes,4.1,
ANI1859,Dog,Poodle,8.4,Female,Large,Healthy,142,Not Adopted,Yes,1.1,
ANI1860,Cat,Siamese,2.5,Male,Small,Healthy,158,Not Adopted,Yes,5.3,
